Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Year
1990-01-01,27.07066333,61.35305068,17.12576864,21.54504087,12.02263291,20.11605428,12.28512573,26.92139424,7.33260396,14.38840375,21.34920716,19.21830797,11.18894019,16.83711824,37.08306231,22.83222863,27.74889156,32.57279104,45.36408155,15.33758968,14.665568,13.77104664,19.34801497,17.95938984,18.76496555,20.05257386,34.94839017,20.75719862,25.17406389,13.13379432,14.15939133,34.71680868,11.50459762,16.68940923,70.38567403,22.70778601,27.89806821,10.77594522,22.21163027,8.823755182,17.43429695,16.85191444,21.51604468,33.42555294,31.46907616,9.674841443,15.29458647,14.61385665,57.66040064,17.48565944,126.0315139,1990
1991-01-01,27.79494419,60.44593959,16.87787805,20.87003912,11.44584176,20.00800366,11.99789231,26.19221718,7.295162859,14.09907639,19.69701895,17.1369752,11.51390144,16.63635728,36.04210433,23.43737009,27.10720499,32.23997317,44.83877021,14.87647383,14.24696985,13.57999758,18.98414712,17.7306615,18.51630251,19.97170783,36.01273118,21.13254231,25.20280417,12.87433424,14.15699039,31.0098367,11.01108828,16.34309966,72.09041354,22.38137556,28.08227021,11.75569913,21.45950224,10.62332509,17.42498854,16.37515146,20.25610779,32.44503003,29.99963698,9.963218471,15.26593185,14.34608757,53.25620953,17.72071683,120.9177855,1991
1992-01-01,29.07500492,60.83878544,17.05525822,21.25956566,11.39405003,19.68173791,12.12895678,25.58825757,7.293420786,13.98970017,19.18302939,17.64645583,10.52119572,16.15084336,35.23438057,22.71156144,25.77511888,32.91158945,46.09736976,15.5303746,13.71129581,13.88390227,18.71362356,17.8211759,18.38206606,19.75486053,36.95840729,20.23692688,24.92590399,12.89144493,14.90858344,31.95426665,10.91009093,17.60762221,74.67852429,22.6185557,28.63794526,11.89074031,22.02084487,12.78908397,16.98517198,16.29598532,21.06201861,32.15621116,29.94165629,10.70758838,15.20323253,15.58385045,54.25108954,17.33863469,131.2413849,1992
1993-01-01,29.73312679,59.58745698,16.99184133,20.53536698,10.94445796,20.05926076,11.50688401,27.11320394,7.625909754,13.9110865,20.10100706,15.96152775,11.17642943,17.29660121,35.59820823,23.72061729,27.91006214,35.31708643,46.59043154,15.11957259,14.01606688,13.34129773,18.68003408,18.57780245,19.02333083,19.19906554,33.22756899,22.0897129,24.1519695,13.18149231,14.40836594,31.68794374,10.53993006,18.00362002,74.76201327,22.8751351,29.28651718,11.48791412,22.24438968,10.65270995,17.99467296,17.01590756,22.78571133,32.34068917,29.87848798,10.71621283,15.63431752,14.26246148,54.36276006,17.79940398,123.0566966,1993
1994-01-01,28.92546911,58.94986876,16.91195946,21.77360866,11.41235308,19.60489559,11.27572155,25.72863669,7.642545639,14.13024286,19.99246263,16.84286805,10.94820281,17.1132686,35.21389265,23.99819573,27.74948978,34.42696088,47.41167508,16.20946167,14.11011766,13.30733009,19.37150276,18.69763316,18.65417929,20.44009027,36.0110857,21.86666568,24.22011386,13.07034703,15.48051384,30.76749039,10.38528881,16.95789751,74.77450253,22.44074114,28.48345709,11.79770499,21.93774133,12.55187031,17.83597596,17.70456892,21.35104224,31.62181509,29.4757693,10.30792689,15.25767414,14.94495951,58.50188561,18.24352091,125.8392099,1994
1995-01-01,30.4855909,66.28827709,15.05834889,22.7478394,11.00252769,19.09058596,11.04506404,23.99612537,7.607137914,14.22813062,20.68235655,16.70593518,11.31955019,17.31143771,35.79358627,25.04496828,26.73879215,35.49285155,47.26152777,15.16649862,13.90479289,12.79008875,19.52774717,19.09013581,18.940793,21.56450899,34.99260497,23.17975247,22.43192,13.00357572,15.31115734,29.28848635,10.6558431,17.46856455,74.2717492,22.55695661,28.60199826,10.72361363,22.1130693,11.82760684,17.37776959,17.27233221,22.25739501,31.13714596,28.79819541,10.17193354,15.44336991,14.2738058,57.50602778,18.63538525,119.983897,1995
1996-01-01,31.68339968,67.51346669,14.95110874,23.4033252,10.92485485,19.39075818,11.81259173,24.50033698,7.654338145,14.30700475,20.80957421,15.89316757,11.45335634,18.36412152,36.25536866,25.97876799,28.53279556,35.49320706,48.4388579,15.48706481,14.22010895,12.81180241,19.91602849,19.93363754,19.81005404,22.54454378,31.52109354,23.63735568,22.94080383,12.9805986,15.19828349,29.96197087,10.75342855,18.68910869,75.36520896,23.62543184,29.13084174,11.16026803,22.51959905,13.19241087,18.29050816,17.16060498,22.08273571,32.86432016,28.43465855,10.57739825,15.96916819,14.68597512,59.1599293,19.23575933,122.1827168,1996
1997-01-01,30.7081708,67.25394965,15.14252182,22.74163638,10.85592564,18.95244899,12.63656866,22.43611435,7.493457262,14.34454632,20.44768861,15.42217268,11.21372218,18.51499085,36.60630688,25.68419569,27.0327179,36.16533649,50.07911876,15.60327167,14.1149474,13.68372443,19.56437834,19.25520294,20.09418974,22.98332181,33.57947074,24.2671913,21.6325003,13.88529397,15.26904072,31.45994772,10.94472306,18.5873727,73.25334116,23.17713922,29.2280097,10.85951347,22.64365348,13.23662738,18.51274311,17.81234542,22.32902636,32.9101889,28.8367288,10.87955718,16.10984803,14.00467997,61.10846702,19.58591604,120.782322,1997
1998-01-01,30.3119667,68.13070622,15.71266969,23.05023077,10.99386976,19.04735907,11.86220627,21.22701228,7.19683448,14.8729764,20.14015502,15.395032,11.18665336,17.69232174,36.62607531,26.58670724,26.3483814,35.48733757,46.89397033,15.2944557,14.60875193,13.25023167,19.4060846,19.06745727,20.19421455,23.72518055,35.95738871,25.30803628,22.0301185,13.70706288,14.59454474,30.89150765,10.8265955,18.19352869,75.33532698,23.04603703,28.52775384,12.41941214,21.74427249,13.36658654,19.13194549,17.17775857,21.90848606,32.56096572,29.34949891,10.42047718,16.21170935,14.59607238,63.48955848,19.07967734,130.2579815,1998
1999-01-01,30.66259545,68.58142199,16.04774557,23.65077665,10.92855004,19.03884326,12.15852795,21.16160867,7.268368085,14.58274159,20.00865168,15.21821811,11.67571182,18.36048467,37.46017667,26.77927738,27.35956831,36.38982716,46.28116432,15.96863428,14.95790479,12.78317825,20.10476604,18.99943067,21.72996919,23.65895444,36.55640167,24.47216387,21.4101393,13.6631145,14.86140594,31.13901953,10.89519329,17.71057018,77.43489688,22.92556422,27.98691641,12.71513565,21.59701172,12.62908733,19.78305376,17.93642646,21.7859937,31.45956455,28.346326,10.76139346,16.27540061,14.66183783,64.25989251,19.76516215,127.0996866,1999
2000-01-01,31.96284291,69.39378668,16.78745194,23.64340355,11.2475906,19.76343434,12.52953313,21.22062856,7.540364174,14.89641231,20.62422395,15.42603251,12.08056253,18.89349968,39.35084998,27.11066435,28.1418548,36.32432192,49.33293071,17.42242083,14.78056222,12.93810173,19.54935706,19.88905448,21.54525868,22.60261353,35.14765152,24.31341753,22.60194432,14.0880644,14.77615726,31.99425358,11.16910229,18.45142085,79.94213799,23.47284378,29.00036349,12.11055838,22.67179744,11.20575044,20.38060566,18.82351879,22.56786073,32.13039024,29.13198778,11.12200319,17.35280889,14.2681009,64.03420971,20.05850858,128.4851351,2000
2001-01-01,29.83929046,67.11806759,16.85221099,23.21604163,11.18233635,21.08025822,12.10781351,20.09587528,7.100608376,14.5129822,19.29253753,15.63700648,11.80091286,18.02795317,37.58613217,26.68638866,26.58503134,37.13124962,44.37660986,17.40498611,14.70142318,12.81487338,18.97327425,19.04683129,24.46434174,23.496651,35.34464296,24.94766838,21.35454898,13.49975098,14.28613331,31.87286043,10.89793996,17.57692227,81.39715463,22.56269222,29.26522327,11.71636097,21.55017236,11.62932243,19.78293197,17.81530135,22.12085981,31.27599236,27.66675168,10.82335031,16.78688422,13.30320609,58.67370911,19.58620992,128.7311247,2001
2002-01-01,30.86990024,66.56656839,16.35789959,22.61769185,11.02369919,20.4016671,11.57636212,19.70468912,7.305546737,14.45034979,19.58292443,16.48262342,11.2019942,18.15772758,37.89628037,26.86289632,28.12726311,37.00297117,45.49059546,18.43203102,14.53532353,12.92706834,18.85052136,19.3812831,21.88592092,23.46731442,34.01521362,24.5076196,19.17285489,13.92718759,14.14992116,29.90773263,10.56385617,17.49307969,81.30845949,23.03832056,29.12667973,11.12861396,22.05305659,10.99320058,19.91553045,18.11924895,21.80190666,31.26552703,26.90833122,10.34297309,16.37657168,12.11747483,65.74236859,19.67809281,124.9852769,2002
2003-01-01,31.04429684,66.19673879,16.42352871,22.82208717,10.62691311,20.09328328,12.33188777,20.30500797,6.947868661,14.49874433,19.76834321,17.18927075,10.62951076,18.43060769,38.68626269,26.82370598,28.95073536,35.89888953,44.59458198,18.19678784,14.95541918,13.20736871,18.63152984,20.16836368,22.36516089,24.64794674,36.05835529,25.09317282,19.55350358,16.43047327,14.36150725,30.82389723,11.11015018,17.48019548,80.83244295,23.67502982,29.71494833,11.21648972,22.32685128,10.80604417,19.94335577,18.02305097,21.39961539,30.46224839,26.92803572,10.78618675,16.84739086,12.40962785,63.69051205,19.27378711,128.2075996,2003
2004-01-01,31.33502833,70.11011241,17.2129689,22.7311737,11.03822905,20.44716743,12.79084179,19.99822986,7.079615974,14.76458602,19.99340622,17.62747048,11.26790191,18.88782059,38.51370132,27.09470171,28.02347419,37.26243221,45.6716033,18.31855705,15.03626085,12.93737711,18.78741933,19.81431004,22.75124546,24.66580656,37.44884738,24.81607286,20.50330269,17.03456194,14.60052032,30.95111828,11.23345087,17.55713822,77.63653727,23.21562978,28.28379181,11.40855469,22.49888545,10.20996807,21.45203673,17.91412675,21.51259868,29.94292157,27.4587333,11.40876334,17.08530848,12.56674859,62.04487982,19.54256927,126.5535307,2004
2005-01-01,31.40745754,71.19997533,16.66366786,21.66008799,10.87346563,20.6717961,12.51839795,20.59603899,6.936603096,14.5742543,20.79534617,17.81869172,11.05850679,19.38527779,38.00268333,27.01774952,26.62707778,37.37078485,44.12222927,17.49421075,15.20127537,13.1764638,18.91696228,19.88563796,22.0250549,24.95552895,38.16769594,24.86477254,20.63595633,16.37896863,15.09509314,30.7965063,11.0544216,17.71110312,82.11504465,23.72299042,29.98638736,11.36681351,22.61726618,10.49053536,20.75268449,17.15569253,21.41681851,28.31325247,27.47361207,10.97667659,17.07878642,12.65211659,63.01718,20.00787176,123.9737536,2005
2006-01-01,31.49032671,67.29200373,16.67006399,22.00494372,11.0431327,20.47160857,11.63347266,18.90227927,5.585188044,14.26083681,19.98148828,17.73676814,10.77905064,18.70341932,37.37946776,27.26370121,26.36941549,37.62307385,48.82388654,16.03441562,13.89105716,11.94601217,17.86756441,19.19710936,22.79536139,24.49335758,37.79873117,24.98754772,16.52247229,14.83129364,14.21153125,30.78713291,10.14169867,16.66256273,79.04017501,23.1056642,30.37247566,10.97472406,22.03150559,9.901970495,20.47674546,17.09843714,21.33836414,27.75160652,27.22143273,10.72041628,16.03044848,12.08789692,62.81264375,18.49226157,123.3097981,2006
2007-01-01,31.51886208,64.19609721,16.59426009,22.24555012,11.10489263,20.67675279,11.37699343,19.62820186,5.889996486,13.97483758,19.84767842,18.23420175,10.83614567,19.2149701,36.98312287,29.02139364,28.39151796,37.22513987,48.12980226,15.75032595,13.88396511,12.41843544,18.19795778,19.32532742,23.33286076,24.05208455,39.39824173,25.02202981,16.0842125,14.60977605,15.07023069,29.66046398,10.44787603,16.93668157,81.21479966,23.59074286,30.11124911,11.73341294,22.17583433,10.4684806,20.11409447,17.50107955,20.89616214,27.11001351,27.21254717,10.45113167,16.53659151,12.70974043,63.79426337,18.67718221,124.904143,2007
2008-01-01,29.53793944,56.88358927,16.33962621,22.32028936,10.49060763,19.91557592,10.61815418,18.30319544,5.311555604,12.87471223,18.16147231,14.46386947,10.10653042,19.00473608,36.05868233,29.93708997,26.71160992,36.31868664,46.01094285,14.28867465,13.11527753,11.85111959,17.64033707,19.05977386,21.96165581,23.35487106,38.14547502,25.97334873,15.4331311,14.23540833,14.72800527,28.24065317,9.892821137,16.01066722,81.19605675,22.99242354,30.51896772,11.2991474,21.4032856,10.09082103,19.19858563,18.69605021,19.60953201,25.6516226,26.20646639,9.499192227,14.90657589,12.07049374,61.27282124,18.66237587,123.1472543,2008
2009-01-01,25.17856902,53.34292812,14.79825569,21.24396485,10.02014623,18.77035264,10.0950071,13.36531529,5.36950777,12.04641872,16.94686649,13.96840861,9.762696155,17.75606784,32.3722652,28.16652199,25.84403423,33.82467126,43.07087741,13.78166518,12.45909069,10.80004374,16.63923526,17.46065592,20.5005124,22.15717838,33.67605569,26.09280902,14.71438798,12.98017225,12.73527797,28.34225318,9.015872827,14.07310788,78.1787998,20.78878618,28.57162497,10.71039787,19.36180924,10.66294814,17.88554105,18.20784197,16.16671183,23.80335046,23.9016277,9.902831011,13.36206151,11.53434013,48.77650126,17.00669859,114.3831558,2009
2010-01-01,27.68241682,52.01300316,15.52777846,22.61719237,9.554879155,18.99510316,10.18189844,14.53239608,5.326432873,13.0245781,18.03959335,14.96929381,10.34813225,18.16769027,33.64169021,29.59133569,25.41029733,35.17435734,44.78368482,13.36839451,12.33389228,11.0861106,16.95899688,17.30069361,21.43393415,22.83287686,35.27199742,27.32633534,15.31925545,12.71920001,11.99718473,26.10586189,9.53666118,15.36985669,78.25943116,21.42114305,28.14927452,10.58204768,20.14685713,10.43623961,18.52136169,18.47817503,17.19110142,24.38159241,23.06500686,9.388567316,13.94398303,10.87796031,54.24647686,17.40044227,116.1484802,2010
