Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Year
2011-01-01,26.98878933,51.36473331,15.08749762,22.94605118,9.104349237,18.0604371,9.761795637,15.27079519,4.984951649,12.19712406,16.32236412,14.94603824,10.07470211,18.03563073,32.18839122,28.45038389,24.63565381,34.58959933,45.44088172,13.0329771,11.45288304,10.3971348,16.44218466,17.09390031,19.65737447,22.75239881,32.11532689,28.48770535,13.97341285,12.39356297,11.89540511,27.04384983,8.990543999,13.73274832,79.16892046,20.36315966,28.22473674,9.565830057,19.59179547,10.44293989,17.36982905,17.7323523,16.48478239,24.7577152,22.89763394,9.270229289,12.65358314,10.09165015,52.7127699,17.21018631,113.7062618,2011
2012-01-01,25.45803846,49.46002893,14.55974202,22.43659007,9.190819447,17.56006527,9.532165011,15.92358225,4.166471518,11.75910156,14.3014291,14.54765967,9.881017508,17.00040926,29.88830611,26.45215715,22.89302833,32.04831781,42.83404233,11.76296359,10.59206697,9.376836138,15.70428688,16.07371758,20.14342112,21.4167747,30.63875671,27.30422499,13.81587034,11.11741053,11.18851468,25.95255312,8.577291552,12.76604598,80.74794554,18.60539101,27.42690652,9.41803326,18.77705671,9.940521381,15.7806099,17.85390535,15.33848893,24.03777915,21.59661126,8.711597617,12.038895,9.838807864,49.62205112,15.88255165,115.6831384,2012
2013-01-01,24.93034681,46.13711325,14.96733804,23.1459956,9.14168519,17.480025,9.635537431,15.19005306,4.330482755,11.60912137,14.32523096,14.29877227,10.69603016,18.11629886,30.44587819,26.62398598,24.1058171,31.69829134,40.85560884,12.31538357,10.40094153,9.9054832,16.54339389,16.77229,19.09001024,22.16376027,31.68524599,28.65197162,14.3092118,10.88801937,11.33690751,25.68320733,8.615981135,12.81476701,79.17465708,19.69106197,26.72474377,9.945394339,19.52394585,9.540895731,14.73689882,18.22283183,14.97121803,24.8383731,22.93156657,9.137961074,12.81087848,10.59866332,50.83436371,17.65306153,118.2652044,2013
2014-01-01,25.31632294,46.0236162,14.45021254,23.21110168,8.950594816,17.33084831,9.727341146,14.76558509,4.537374104,11.73719078,14.70488168,13.83605077,10.32408875,18.3726516,31.19708152,26.81991582,24.23986746,31.7771333,40.10782482,12.35439329,10.77689954,9.599384055,16.50793535,17.58407202,19.97989521,22.0254886,31.84459514,27.74127035,14.38661901,11.36037566,11.82771049,24.20611095,8.966036415,13.00750037,80.21401275,19.7913585,26.9281181,9.54569369,19.49496898,9.967842495,15.47690145,18.09403329,15.66383379,24.54760251,22.21882013,9.410140036,12.92145514,10.26761586,53.96162184,17.59334722,113.0853842,2014
2015-01-01,24.5521914,47.46314851,13.90001236,19.81656528,9.032709131,16.7407172,10.12233191,14.76156624,4.367623039,11.7406083,14.30576827,13.90093942,10.91762345,17.04181034,28.32151176,24.78890157,22.161649,29.65522007,39.75985776,12.55010427,10.39911953,9.819997305,16.55482415,16.28938715,20.50064257,20.53454009,31.55348731,26.80262995,13.42528247,11.4274998,11.68658401,24.25446507,8.870118757,12.43183063,76.61780463,18.17214122,25.64263132,9.428755524,18.21151109,10.22187751,14.99158622,16.53735397,14.96647849,23.85027583,21.31803673,9.787270466,12.8624243,10.48376093,49.89857745,17.32726276,109.3734866,2015
2016-01-01,23.41972126,44.96044504,13.08216352,20.76412093,9.025929958,15.94954472,9.523865931,15.17840136,4.008343167,11.57864428,14.0218992,13.86876737,10.89181782,16.17770697,27.39192042,23.61422601,21.49308956,28.5604008,40.40586618,12.12695795,10.0661911,9.387686435,15.52329245,16.48878614,20.83406799,19.53960071,29.88287117,25.36773866,13.68869752,10.27642137,11.90219117,23.3375125,8.665252931,12.29047313,72.6614565,17.63940967,24.4656375,9.202312163,17.04546305,9.06327187,14.55917901,17.13398814,15.23903214,23.52759713,19.3249563,9.476726675,13.07484509,10.87721856,51.57691052,16.55676511,104.717937,2016
2017-01-01,22.26207017,45.51839429,12.83713691,21.36360079,9.062904764,15.80492081,9.47060761,14.37054818,3.709014489,11.36618263,13.61574734,14.3285995,10.87371525,16.1169786,26.40205541,24.26958621,20.27895151,26.20780964,41.37223386,11.50931028,9.13076858,9.427909232,15.60395692,16.39023172,20.21494325,20.37395312,29.64972648,24.97528463,13.52858881,10.00874869,11.17822912,23.70774174,8.463314033,11.78954602,75.19370546,17.57765204,23.75321969,9.35384213,16.82585767,9.427885857,13.9173324,16.76872584,14.50598227,23.50455436,19.01776274,9.329648998,12.46415735,10.6514073,49.94042206,17.02797996,108.2698044,2017
2018-01-01,22.96718549,46.83119208,13.13449311,23.50137654,9.092849805,15.80861673,10.45713026,14.46671149,4.056915165,11.3859851,13.4918646,14.26648834,10.86915578,16.74657225,28.2496519,26.16748017,21.57664818,27.5025392,41.75454974,11.01721833,10.20941992,9.30981629,16.39305532,16.89357285,21.19762841,20.36900613,29.43311428,27.18328636,13.6532728,10.50902751,11.81611387,21.8977597,8.959116113,11.95387685,78.00391052,17.8894508,24.85680052,9.459878377,17.19056066,10.44091011,14.56141964,17.66097311,13.8441992,23.91928714,19.41322226,9.366847785,12.93097031,10.45018656,49.3603519,17.41655528,110.2695694,2018
2019-01-01,21.6484824,46.6749868,12.69021192,21.53995446,9.08170732,15.93041796,10.27247945,13.90949351,3.965414748,10.8669635,12.84032941,14.4883805,11.22745496,16.06002369,26.16371498,24.46082742,20.75271891,25.80092322,41.84041477,10.71798293,9.392485257,9.184274771,15.94791993,16.32795924,21.00221223,19.05304788,30.1732665,26.10971742,13.50455936,10.23791396,11.34090489,23.30575289,8.681667043,11.67548837,74.80744595,16.81513121,22.93307245,9.923903875,17.09007125,9.797013413,13.46374189,18.01349353,13.5046412,23.57030979,19.20175689,9.648061887,12.47715554,11.05456821,47.60222629,16.27852765,101.8907738,2019
2020-01-01,19.56389749,49.13596545,11.16421114,18.17488249,7.681182637,13.81285745,9.380092379,12.57187641,3.479656483,9.626162517,10.8700204,10.27810487,10.47571314,13.28617173,22.74506853,20.58665855,19.67886733,22.6211322,39.41054746,9.913555507,7.790513454,7.445258529,13.58535547,13.73439278,21.35238409,17.66369804,24.14881692,23.71712016,11.62659957,9.032805257,9.032736447,21.34728943,7.113702449,10.18779489,69.64220833,15.74352922,21.13312346,8.835862695,14.87600871,8.965669576,12.37564856,16.84612091,12.03803351,21.3554228,17.48263523,8.44255639,11.37234098,8.857656562,42.9745687,14.77212897,96.39719841,2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
