Time,Value,Source
2002-07-01,155.1,CUSR0000SEFS
2002-08-01,153.8,CUSR0000SEFS
2002-09-01,155.1,CUSR0000SEFS
2002-10-01,154.9,CUSR0000SEFS
2002-11-01,154.7,CUSR0000SEFS
2002-12-01,154.2,CUSR0000SEFS
2003-01-01,155.2,CUSR0000SEFS
2003-02-01,158.3,CUSR0000SEFS
2003-03-01,156.9,CUSR0000SEFS
2003-04-01,156.8,CUSR0000SEFS
2003-05-01,156.9,CUSR0000SEFS
2003-06-01,156.2,CUSR0000SEFS
2003-07-01,155.8,CUSR0000SEFS
2003-08-01,157.5,CUSR0000SEFS
2003-09-01,157.3,CUSR0000SEFS
2003-10-01,158.8,CUSR0000SEFS
2003-11-01,159.2,CUSR0000SEFS
2003-12-01,159.8,CUSR0000SEFS
2004-01-01,160.1,CUSR0000SEFS
2004-02-01,161.3,CUSR0000SEFS
2004-03-01,165.5,CUSR0000SEFS
2004-04-01,166.6,CUSR0000SEFS
2004-05-01,168.6,CUSR0000SEFS
2004-06-01,171.1,CUSR0000SEFS
2004-07-01,171.4,CUSR0000SEFS
2004-08-01,169.6,CUSR0000SEFS
2004-09-01,170.3,CUSR0000SEFS
2004-10-01,169.4,CUSR0000SEFS
2004-11-01,169.7,CUSR0000SEFS
2004-12-01,169.8,CUSR0000SEFS
2005-01-01,169.8,CUSR0000SEFS
2005-02-01,168.1,CUSR0000SEFS
2005-03-01,166.3,CUSR0000SEFS
2005-04-01,170.1,CUSR0000SEFS
2005-05-01,167,CUSR0000SEFS
2005-06-01,164.3,CUSR0000SEFS
2005-07-01,166.9,CUSR0000SEFS
2005-08-01,167.6,CUSR0000SEFS
2005-09-01,169.3,CUSR0000SEFS
2005-10-01,167.8,CUSR0000SEFS
2005-11-01,167.7,CUSR0000SEFS
2005-12-01,167.6,CUSR0000SEFS
2006-01-01,169.1,CUSR0000SEFS
2006-02-01,169,CUSR0000SEFS
2006-03-01,168.1,CUSR0000SEFS
2006-04-01,166.3,CUSR0000SEFS
2006-05-01,168.2,CUSR0000SEFS
2006-06-01,167.3,CUSR0000SEFS
2006-07-01,166.4,CUSR0000SEFS
2006-08-01,167.2,CUSR0000SEFS
2006-09-01,167.6,CUSR0000SEFS
2006-10-01,168.2,CUSR0000SEFS
2006-11-01,169.4,CUSR0000SEFS
2006-12-01,169,CUSR0000SEFS
2007-01-01,169.089,CUSR0000SEFS
2007-02-01,170.159,CUSR0000SEFS
2007-03-01,170.624,CUSR0000SEFS
2007-04-01,171.356,CUSR0000SEFS
2007-05-01,171.488,CUSR0000SEFS
2007-06-01,171.827,CUSR0000SEFS
2007-07-01,173.166,CUSR0000SEFS
2007-08-01,173.79,CUSR0000SEFS
2007-09-01,173.59,CUSR0000SEFS
2007-10-01,174.967,CUSR0000SEFS
2007-11-01,176.597,CUSR0000SEFS
2007-12-01,178.264,CUSR0000SEFS
2008-01-01,180.84,CUSR0000SEFS
2008-02-01,183.302,CUSR0000SEFS
2008-03-01,182.742,CUSR0000SEFS
2008-04-01,192.162,CUSR0000SEFS
2008-05-01,193.426,CUSR0000SEFS
2008-06-01,196.48,CUSR0000SEFS
2008-07-01,200.582,CUSR0000SEFS
2008-08-01,202.388,CUSR0000SEFS
2008-09-01,205.578,CUSR0000SEFS
2008-10-01,207.123,CUSR0000SEFS
2008-11-01,207.469,CUSR0000SEFS
2008-12-01,209.147,CUSR0000SEFS
2009-01-01,206.021,CUSR0000SEFS
2009-02-01,203.897,CUSR0000SEFS
2009-03-01,204.859,CUSR0000SEFS
2009-04-01,202.02,CUSR0000SEFS
2009-05-01,200.884,CUSR0000SEFS
2009-06-01,201.348,CUSR0000SEFS
2009-07-01,200.337,CUSR0000SEFS
2009-08-01,199.81,CUSR0000SEFS
2009-09-01,199.366,CUSR0000SEFS
2009-10-01,198.867,CUSR0000SEFS
2009-11-01,198.096,CUSR0000SEFS
2009-12-01,199.307,CUSR0000SEFS
2010-01-01,199.282,CUSR0000SEFS
2010-02-01,199.669,CUSR0000SEFS
2010-03-01,198.646,CUSR0000SEFS
2010-04-01,199.111,CUSR0000SEFS
2010-05-01,199.737,CUSR0000SEFS
2010-06-01,199.639,CUSR0000SEFS
2010-07-01,199.985,CUSR0000SEFS
2010-08-01,200.946,CUSR0000SEFS
2010-09-01,201.329,CUSR0000SEFS
2010-10-01,202.709,CUSR0000SEFS
2010-11-01,204.124,CUSR0000SEFS
2010-12-01,202.126,CUSR0000SEFS
2011-01-01,206.568,CUSR0000SEFS
2011-02-01,209.405,CUSR0000SEFS
2011-03-01,214.539,CUSR0000SEFS
2011-04-01,215.057,CUSR0000SEFS
2011-05-01,216.609,CUSR0000SEFS
2011-06-01,219.274,CUSR0000SEFS
2011-07-01,221.148,CUSR0000SEFS
2011-08-01,222.739,CUSR0000SEFS
2011-09-01,224.067,CUSR0000SEFS
2011-10-01,225.207,CUSR0000SEFS
2011-11-01,226.655,CUSR0000SEFS
2011-12-01,228.992,CUSR0000SEFS
2012-01-01,232.831,CUSR0000SEFS
2012-02-01,232.029,CUSR0000SEFS
2012-03-01,232.948,CUSR0000SEFS
2012-04-01,232.69,CUSR0000SEFS
2012-05-01,233.377,CUSR0000SEFS
2012-06-01,232.685,CUSR0000SEFS
2012-07-01,232.206,CUSR0000SEFS
2012-08-01,230.909,CUSR0000SEFS
2012-09-01,232.695,CUSR0000SEFS
2012-10-01,232.156,CUSR0000SEFS
2012-11-01,233.048,CUSR0000SEFS
2012-12-01,233.001,CUSR0000SEFS
2013-01-01,232.954,CUSR0000SEFS
2013-02-01,231.043,CUSR0000SEFS
2013-03-01,229.87,CUSR0000SEFS
2013-04-01,230.907,CUSR0000SEFS
2013-05-01,230.257,CUSR0000SEFS
2013-06-01,229.356,CUSR0000SEFS
2013-07-01,228.57,CUSR0000SEFS
2013-08-01,228.517,CUSR0000SEFS
2013-09-01,227.443,CUSR0000SEFS
2013-10-01,227.531,CUSR0000SEFS
2013-11-01,227.53,CUSR0000SEFS
2013-12-01,227.394,CUSR0000SEFS
2014-01-01,227.099,CUSR0000SEFS
2014-02-01,227.534,CUSR0000SEFS
2014-03-01,229.52,CUSR0000SEFS
2014-04-01,227.943,CUSR0000SEFS
2014-05-01,228.745,CUSR0000SEFS
2014-06-01,229.434,CUSR0000SEFS
2014-07-01,230.501,CUSR0000SEFS
2014-08-01,230.85,CUSR0000SEFS
2014-09-01,231.535,CUSR0000SEFS
2014-10-01,232.069,CUSR0000SEFS
2014-11-01,230.841,CUSR0000SEFS
2014-12-01,229.583,CUSR0000SEFS
2015-01-01,229.521,CUSR0000SEFS
2015-02-01,228.727,CUSR0000SEFS
2015-03-01,226.517,CUSR0000SEFS
2015-04-01,226.992,CUSR0000SEFS
2015-05-01,226.506,CUSR0000SEFS
2015-06-01,226.809,CUSR0000SEFS
2015-07-01,224.825,CUSR0000SEFS
2015-08-01,226.507,CUSR0000SEFS
2015-09-01,226.792,CUSR0000SEFS
2015-10-01,228.712,CUSR0000SEFS
2015-11-01,227.25,CUSR0000SEFS
2015-12-01,228.536,CUSR0000SEFS
2016-01-01,228.175,CUSR0000SEFS
2016-02-01,227.833,CUSR0000SEFS
2016-03-01,227.111,CUSR0000SEFS
2016-04-01,227.474,CUSR0000SEFS
2016-05-01,225.847,CUSR0000SEFS
2016-06-01,225.744,CUSR0000SEFS
2016-07-01,225.418,CUSR0000SEFS
2016-08-01,225.59,CUSR0000SEFS
2016-09-01,225.752,CUSR0000SEFS
2016-10-01,225.199,CUSR0000SEFS
2016-11-01,222.311,CUSR0000SEFS
2016-12-01,225.063,CUSR0000SEFS
2017-01-01,224.418,CUSR0000SEFS
2017-02-01,225.406,CUSR0000SEFS
2017-03-01,227.376,CUSR0000SEFS
2017-04-01,226.904,CUSR0000SEFS
2017-05-01,228.414,CUSR0000SEFS
2017-06-01,228.474,CUSR0000SEFS
2017-07-01,229.392,CUSR0000SEFS
2017-08-01,228.44,CUSR0000SEFS
2017-09-01,228.446,CUSR0000SEFS
2017-10-01,228.466,CUSR0000SEFS
2017-11-01,228.652,CUSR0000SEFS
2017-12-01,228.584,CUSR0000SEFS
2018-01-01,228.165,CUSR0000SEFS
2018-02-01,228.872,CUSR0000SEFS
2018-03-01,227.768,CUSR0000SEFS
2018-04-01,228.978,CUSR0000SEFS
2018-05-01,227.644,CUSR0000SEFS
2018-06-01,227.378,CUSR0000SEFS
2018-07-01,228.049,CUSR0000SEFS
2018-08-01,228.186,CUSR0000SEFS
2018-09-01,228.013,CUSR0000SEFS
2018-10-01,227.832,CUSR0000SEFS
2018-11-01,228.146,CUSR0000SEFS
2018-12-01,227.718,CUSR0000SEFS
2019-01-01,228.48,CUSR0000SEFS
2019-02-01,227.841,CUSR0000SEFS
2019-03-01,229.397,CUSR0000SEFS
2019-04-01,224.342,CUSR0000SEFS
2019-05-01,228.132,CUSR0000SEFS
2019-06-01,227.459,CUSR0000SEFS
2019-07-01,225.334,CUSR0000SEFS
2019-08-01,224.816,CUSR0000SEFS
2019-09-01,224.99,CUSR0000SEFS
2019-10-01,225.82,CUSR0000SEFS
2019-11-01,226.049,CUSR0000SEFS
2019-12-01,224.593,CUSR0000SEFS
2020-01-01,226.963,CUSR0000SEFS
2020-02-01,225.939,CUSR0000SEFS
2020-03-01,228.844,CUSR0000SEFS
2020-04-01,230.477,CUSR0000SEFS
2020-05-01,230.197,CUSR0000SEFS
2020-06-01,230.844,CUSR0000SEFS
2020-07-01,230.372,CUSR0000SEFS
2020-08-01,230.127,CUSR0000SEFS
2020-09-01,229.83,CUSR0000SEFS
2020-10-01,229.56,CUSR0000SEFS
2020-11-01,229.487,CUSR0000SEFS
2020-12-01,230.928,CUSR0000SEFS
2021-01-01,231.365,CUSR0000SEFS
2021-02-01,232.43,CUSR0000SEFS
2021-03-01,232.418,CUSR0000SEFS
2021-04-01,234.45,CUSR0000SEFS
2021-05-01,236.133,CUSR0000SEFS
2021-06-01,237.097,CUSR0000SEFS
2021-07-01,239.726,CUSR0000SEFS
2021-08-01,242.834,CUSR0000SEFS
2021-09-01,245.695,CUSR0000SEFS
2021-10-01,247.116,CUSR0000SEFS
2021-11-01,250.388,CUSR0000SEFS
2021-12-01,251.258,CUSR0000SEFS
2022-01-01,256.105,CUSR0000SEFS
2022-02-01,259.601,CUSR0000SEFS
2022-03-01,267.037,CUSR0000SEFS
2022-04-01,270.265,CUSR0000SEFS
2022-05-01,276.087,CUSR0000SEFS
2022-06-01,283.266,CUSR0000SEFS
2022-07-01,289.501,CUSR0000SEFS
2022-08-01,295.019,CUSR0000SEFS
2022-09-01,298.665,CUSR0000SEFS
2022-10-01,304.917,CUSR0000SEFS
2022-11-01,304.918,CUSR0000SEFS
1998-01-01,163.7,CUSR0000SEFT
1998-02-01,164.2,CUSR0000SEFT
1998-03-01,164.2,CUSR0000SEFT
1998-04-01,164.5,CUSR0000SEFT
1998-05-01,164.8,CUSR0000SEFT
1998-06-01,165.3,CUSR0000SEFT
1998-07-01,165.6,CUSR0000SEFT
1998-08-01,166.3,CUSR0000SEFT
1998-09-01,166.4,CUSR0000SEFT
1998-10-01,166.5,CUSR0000SEFT
1998-11-01,167.1,CUSR0000SEFT
1998-12-01,167.4,CUSR0000SEFT
1999-01-01,167.8,CUSR0000SEFT
1999-02-01,168.2,CUSR0000SEFT
1999-03-01,168,CUSR0000SEFT
1999-04-01,168.8,CUSR0000SEFT
1999-05-01,168.9,CUSR0000SEFT
1999-06-01,168.8,CUSR0000SEFT
1999-07-01,169,CUSR0000SEFT
1999-08-01,169.3,CUSR0000SEFT
1999-09-01,169.2,CUSR0000SEFT
1999-10-01,169.5,CUSR0000SEFT
1999-11-01,169.2,CUSR0000SEFT
1999-12-01,169.7,CUSR0000SEFT
2000-01-01,169.8,CUSR0000SEFT
2000-02-01,170.5,CUSR0000SEFT
2000-03-01,171.6,CUSR0000SEFT
2000-04-01,170.7,CUSR0000SEFT
2000-05-01,172.1,CUSR0000SEFT
2000-06-01,173.4,CUSR0000SEFT
2000-07-01,173.5,CUSR0000SEFT
2000-08-01,173.7,CUSR0000SEFT
2000-09-01,173.4,CUSR0000SEFT
2000-10-01,172,CUSR0000SEFT
2000-11-01,173.3,CUSR0000SEFT
2000-12-01,172.7,CUSR0000SEFT
2001-01-01,173.8,CUSR0000SEFT
2001-02-01,174,CUSR0000SEFT
2001-03-01,175.1,CUSR0000SEFT
2001-04-01,174.4,CUSR0000SEFT
2001-05-01,176.4,CUSR0000SEFT
2001-06-01,175.7,CUSR0000SEFT
2001-07-01,176.8,CUSR0000SEFT
2001-08-01,177.6,CUSR0000SEFT
2001-09-01,176.2,CUSR0000SEFT
2001-10-01,177,CUSR0000SEFT
2001-11-01,177.6,CUSR0000SEFT
2001-12-01,177.9,CUSR0000SEFT
2002-01-01,177.4,CUSR0000SEFT
2002-02-01,176.3,CUSR0000SEFT
2002-03-01,175.9,CUSR0000SEFT
2002-04-01,177.8,CUSR0000SEFT
2002-05-01,176.1,CUSR0000SEFT
2002-06-01,177.4,CUSR0000SEFT
2002-07-01,177.3,CUSR0000SEFT
2002-08-01,176.9,CUSR0000SEFT
2002-09-01,177,CUSR0000SEFT
2002-10-01,177,CUSR0000SEFT
2002-11-01,178.3,CUSR0000SEFT
2002-12-01,178.2,CUSR0000SEFT
2003-01-01,178.3,CUSR0000SEFT
2003-02-01,178.5,CUSR0000SEFT
2003-03-01,178.3,CUSR0000SEFT
2003-04-01,178.6,CUSR0000SEFT
2003-05-01,178.1,CUSR0000SEFT
2003-06-01,179.2,CUSR0000SEFT
2003-07-01,178.5,CUSR0000SEFT
2003-08-01,178.7,CUSR0000SEFT
2003-09-01,179.5,CUSR0000SEFT
2003-10-01,178.9,CUSR0000SEFT
2003-11-01,178.5,CUSR0000SEFT
2003-12-01,180,CUSR0000SEFT
2004-01-01,178.2,CUSR0000SEFT
2004-02-01,179.5,CUSR0000SEFT
2004-03-01,180.2,CUSR0000SEFT
2004-04-01,180,CUSR0000SEFT
2004-05-01,180.3,CUSR0000SEFT
2004-06-01,179.7,CUSR0000SEFT
2004-07-01,179.9,CUSR0000SEFT
2004-08-01,180.2,CUSR0000SEFT
2004-09-01,179.5,CUSR0000SEFT
2004-10-01,180.1,CUSR0000SEFT
2004-11-01,179.9,CUSR0000SEFT
2004-12-01,178.9,CUSR0000SEFT
2005-01-01,180.5,CUSR0000SEFT
2005-02-01,180.1,CUSR0000SEFT
2005-03-01,181.1,CUSR0000SEFT
2005-04-01,182.4,CUSR0000SEFT
2005-05-01,181.8,CUSR0000SEFT
2005-06-01,182,CUSR0000SEFT
2005-07-01,182.4,CUSR0000SEFT
2005-08-01,183,CUSR0000SEFT
2005-09-01,183.3,CUSR0000SEFT
2005-10-01,184,CUSR0000SEFT
2005-11-01,184.2,CUSR0000SEFT
2005-12-01,184.8,CUSR0000SEFT
2006-01-01,184.6,CUSR0000SEFT
2006-02-01,184.9,CUSR0000SEFT
2006-03-01,184.3,CUSR0000SEFT
2006-04-01,183.7,CUSR0000SEFT
2006-05-01,185,CUSR0000SEFT
2006-06-01,184.8,CUSR0000SEFT
2006-07-01,186.2,CUSR0000SEFT
2006-08-01,185.2,CUSR0000SEFT
2006-09-01,185.2,CUSR0000SEFT
2006-10-01,185.1,CUSR0000SEFT
2006-11-01,185.3,CUSR0000SEFT
2006-12-01,185.1,CUSR0000SEFT
2007-01-01,185.961,CUSR0000SEFT
2007-02-01,186.295,CUSR0000SEFT
2007-03-01,186.844,CUSR0000SEFT
2007-04-01,187.57,CUSR0000SEFT
2007-05-01,187.56,CUSR0000SEFT
2007-06-01,188.715,CUSR0000SEFT
2007-07-01,188.81,CUSR0000SEFT
2007-08-01,188.809,CUSR0000SEFT
2007-09-01,189.258,CUSR0000SEFT
2007-10-01,189.572,CUSR0000SEFT
2007-11-01,189.609,CUSR0000SEFT
2007-12-01,189.927,CUSR0000SEFT
2008-01-01,190.564,CUSR0000SEFT
2008-02-01,191.974,CUSR0000SEFT
2008-03-01,192.435,CUSR0000SEFT
2008-04-01,195.42,CUSR0000SEFT
2008-05-01,196.375,CUSR0000SEFT
2008-06-01,197.287,CUSR0000SEFT
2008-07-01,198.848,CUSR0000SEFT
2008-08-01,199.918,CUSR0000SEFT
2008-09-01,201.551,CUSR0000SEFT
2008-10-01,202.942,CUSR0000SEFT
2008-11-01,204.441,CUSR0000SEFT
2008-12-01,205.571,CUSR0000SEFT
2009-01-01,206.998,CUSR0000SEFT
2009-02-01,206.473,CUSR0000SEFT
2009-03-01,206.088,CUSR0000SEFT
2009-04-01,205.197,CUSR0000SEFT
2009-05-01,205.113,CUSR0000SEFT
2009-06-01,205.19,CUSR0000SEFT
2009-07-01,204.874,CUSR0000SEFT
2009-08-01,204.951,CUSR0000SEFT
2009-09-01,204.875,CUSR0000SEFT
2009-10-01,205.838,CUSR0000SEFT
2009-11-01,205.006,CUSR0000SEFT
2009-12-01,205.358,CUSR0000SEFT
2010-01-01,205.329,CUSR0000SEFT
2010-02-01,204.803,CUSR0000SEFT
2010-03-01,204.624,CUSR0000SEFT
2010-04-01,204.47,CUSR0000SEFT
2010-05-01,204.529,CUSR0000SEFT
2010-06-01,204.413,CUSR0000SEFT
2010-07-01,204.622,CUSR0000SEFT
2010-08-01,204.749,CUSR0000SEFT
2010-09-01,204.494,CUSR0000SEFT
2010-10-01,204.219,CUSR0000SEFT
2010-11-01,204.23,CUSR0000SEFT
2010-12-01,204.163,CUSR0000SEFT
2011-01-01,204.269,CUSR0000SEFT
2011-02-01,204.935,CUSR0000SEFT
2011-03-01,206.459,CUSR0000SEFT
2011-04-01,207.46,CUSR0000SEFT
2011-05-01,207.992,CUSR0000SEFT
2011-06-01,208.832,CUSR0000SEFT
2011-07-01,209.568,CUSR0000SEFT
2011-08-01,211.008,CUSR0000SEFT
2011-09-01,211.837,CUSR0000SEFT
2011-10-01,212.99,CUSR0000SEFT
2011-11-01,212.869,CUSR0000SEFT
2011-12-01,213.243,CUSR0000SEFT
2012-01-01,214.543,CUSR0000SEFT
2012-02-01,215.348,CUSR0000SEFT
2012-03-01,215.831,CUSR0000SEFT
2012-04-01,215.954,CUSR0000SEFT
2012-05-01,216.768,CUSR0000SEFT
2012-06-01,216.531,CUSR0000SEFT
2012-07-01,216.354,CUSR0000SEFT
2012-08-01,217.074,CUSR0000SEFT
2012-09-01,217.172,CUSR0000SEFT
2012-10-01,217.708,CUSR0000SEFT
2012-11-01,217.995,CUSR0000SEFT
2012-12-01,217.973,CUSR0000SEFT
2013-01-01,218.197,CUSR0000SEFT
2013-02-01,216.959,CUSR0000SEFT
2013-03-01,217.881,CUSR0000SEFT
2013-04-01,218.421,CUSR0000SEFT
2013-05-01,217.734,CUSR0000SEFT
2013-06-01,218.237,CUSR0000SEFT
2013-07-01,218.221,CUSR0000SEFT
2013-08-01,216.484,CUSR0000SEFT
2013-09-01,217.063,CUSR0000SEFT
2013-10-01,217.075,CUSR0000SEFT
2013-11-01,217.674,CUSR0000SEFT
2013-12-01,218.371,CUSR0000SEFT
2014-01-01,218.658,CUSR0000SEFT
2014-02-01,219.037,CUSR0000SEFT
2014-03-01,218.354,CUSR0000SEFT
2014-04-01,217.851,CUSR0000SEFT
2014-05-01,219.227,CUSR0000SEFT
2014-06-01,219.208,CUSR0000SEFT
2014-07-01,220.802,CUSR0000SEFT
2014-08-01,221.066,CUSR0000SEFT
2014-09-01,220.728,CUSR0000SEFT
2014-10-01,220.483,CUSR0000SEFT
2014-11-01,221.091,CUSR0000SEFT
2014-12-01,221.83,CUSR0000SEFT
2015-01-01,221.42,CUSR0000SEFT
2015-02-01,222.402,CUSR0000SEFT
2015-03-01,222.288,CUSR0000SEFT
2015-04-01,222.051,CUSR0000SEFT
2015-05-01,222.786,CUSR0000SEFT
2015-06-01,223.64,CUSR0000SEFT
2015-07-01,223.679,CUSR0000SEFT
2015-08-01,223.992,CUSR0000SEFT
2015-09-01,224.909,CUSR0000SEFT
2015-10-01,225.484,CUSR0000SEFT
2015-11-01,224.664,CUSR0000SEFT
2015-12-01,223.872,CUSR0000SEFT
2016-01-01,223.803,CUSR0000SEFT
2016-02-01,223.5,CUSR0000SEFT
2016-03-01,224.214,CUSR0000SEFT
2016-04-01,224.594,CUSR0000SEFT
2016-05-01,224.475,CUSR0000SEFT
2016-06-01,224.717,CUSR0000SEFT
2016-07-01,224.346,CUSR0000SEFT
2016-08-01,224.34,CUSR0000SEFT
2016-09-01,223.683,CUSR0000SEFT
2016-10-01,224.083,CUSR0000SEFT
2016-11-01,223.348,CUSR0000SEFT
2016-12-01,223.915,CUSR0000SEFT
2017-01-01,224.649,CUSR0000SEFT
2017-02-01,223.659,CUSR0000SEFT
2017-03-01,224.677,CUSR0000SEFT
2017-04-01,224.754,CUSR0000SEFT
2017-05-01,224.899,CUSR0000SEFT
2017-06-01,223.945,CUSR0000SEFT
2017-07-01,223.863,CUSR0000SEFT
2017-08-01,223.918,CUSR0000SEFT
2017-09-01,224.373,CUSR0000SEFT
2017-10-01,224.04,CUSR0000SEFT
2017-11-01,224.811,CUSR0000SEFT
2017-12-01,224.718,CUSR0000SEFT
2018-01-01,224.67,CUSR0000SEFT
2018-02-01,224.108,CUSR0000SEFT
2018-03-01,224.016,CUSR0000SEFT
2018-04-01,224.062,CUSR0000SEFT
2018-05-01,224.241,CUSR0000SEFT
2018-06-01,224.331,CUSR0000SEFT
2018-07-01,224.766,CUSR0000SEFT
2018-08-01,224.672,CUSR0000SEFT
2018-09-01,224.89,CUSR0000SEFT
2018-10-01,225.056,CUSR0000SEFT
2018-11-01,225.777,CUSR0000SEFT
2018-12-01,225.303,CUSR0000SEFT
2019-01-01,225.261,CUSR0000SEFT
2019-02-01,225.485,CUSR0000SEFT
2019-03-01,225.25,CUSR0000SEFT
2019-04-01,225.024,CUSR0000SEFT
2019-05-01,224.787,CUSR0000SEFT
2019-06-01,226.041,CUSR0000SEFT
2019-07-01,224.331,CUSR0000SEFT
2019-08-01,224.73,CUSR0000SEFT
2019-09-01,225.244,CUSR0000SEFT
2019-10-01,225.385,CUSR0000SEFT
2019-11-01,225.808,CUSR0000SEFT
2019-12-01,225.498,CUSR0000SEFT
2020-01-01,225.095,CUSR0000SEFT
2020-02-01,227.336,CUSR0000SEFT
2020-03-01,228.559,CUSR0000SEFT
2020-04-01,233.8,CUSR0000SEFT
2020-05-01,234.229,CUSR0000SEFT
2020-06-01,234.651,CUSR0000SEFT
2020-07-01,234.269,CUSR0000SEFT
2020-08-01,234.841,CUSR0000SEFT
2020-09-01,233.368,CUSR0000SEFT
2020-10-01,233.972,CUSR0000SEFT
2020-11-01,232.934,CUSR0000SEFT
2020-12-01,234.171,CUSR0000SEFT
2021-01-01,233.478,CUSR0000SEFT
2021-02-01,233.499,CUSR0000SEFT
2021-03-01,233.573,CUSR0000SEFT
2021-04-01,233.724,CUSR0000SEFT
2021-05-01,233.578,CUSR0000SEFT
2021-06-01,233.932,CUSR0000SEFT
2021-07-01,235.34,CUSR0000SEFT
2021-08-01,236.07,CUSR0000SEFT
2021-09-01,239.431,CUSR0000SEFT
2021-10-01,242.964,CUSR0000SEFT
2021-11-01,245.944,CUSR0000SEFT
2021-12-01,246.646,CUSR0000SEFT
2022-01-01,250.551,CUSR0000SEFT
2022-02-01,252.084,CUSR0000SEFT
2022-03-01,257.024,CUSR0000SEFT
2022-04-01,259.134,CUSR0000SEFT
2022-05-01,263.41,CUSR0000SEFT
2022-06-01,268.096,CUSR0000SEFT
2022-07-01,272.781,CUSR0000SEFT
2022-08-01,275.37,CUSR0000SEFT
2022-09-01,275.715,CUSR0000SEFT
2022-10-01,277.894,CUSR0000SEFT
2022-11-01,277.778,CUSR0000SEFT
1998-01-01,159.2,CUSR0000SEFV
1998-02-01,159.6,CUSR0000SEFV
1998-03-01,159.9,CUSR0000SEFV
1998-04-01,160.2,CUSR0000SEFV
1998-05-01,160.6,CUSR0000SEFV
1998-06-01,160.7,CUSR0000SEFV
1998-07-01,161.1,CUSR0000SEFV
1998-08-01,161.5,CUSR0000SEFV
1998-09-01,162.1,CUSR0000SEFV
1998-10-01,162.3,CUSR0000SEFV
1998-11-01,162.6,CUSR0000SEFV
1998-12-01,163,CUSR0000SEFV
1999-01-01,163.5,CUSR0000SEFV
1999-02-01,163.8,CUSR0000SEFV
1999-03-01,164.2,CUSR0000SEFV
1999-04-01,164.5,CUSR0000SEFV
1999-05-01,164.6,CUSR0000SEFV
1999-06-01,164.6,CUSR0000SEFV
1999-07-01,165.1,CUSR0000SEFV
1999-08-01,165.6,CUSR0000SEFV
1999-09-01,165.8,CUSR0000SEFV
1999-10-01,166.2,CUSR0000SEFV
1999-11-01,166.5,CUSR0000SEFV
1999-12-01,166.8,CUSR0000SEFV
2000-01-01,167.2,CUSR0000SEFV
2000-02-01,167.6,CUSR0000SEFV
2000-03-01,167.9,CUSR0000SEFV
2000-04-01,168.1,CUSR0000SEFV
2000-05-01,168.3,CUSR0000SEFV
2000-06-01,168.6,CUSR0000SEFV
2000-07-01,169.1,CUSR0000SEFV
2000-08-01,169.5,CUSR0000SEFV
2000-09-01,170,CUSR0000SEFV
2000-10-01,170.3,CUSR0000SEFV
2000-11-01,170.4,CUSR0000SEFV
2000-12-01,170.8,CUSR0000SEFV
2001-01-01,171.4,CUSR0000SEFV
2001-02-01,171.8,CUSR0000SEFV
2001-03-01,172.3,CUSR0000SEFV
2001-04-01,172.7,CUSR0000SEFV
2001-05-01,173.1,CUSR0000SEFV
2001-06-01,173.6,CUSR0000SEFV
2001-07-01,174.1,CUSR0000SEFV
2001-08-01,174.7,CUSR0000SEFV
2001-09-01,175.1,CUSR0000SEFV
2001-10-01,175.6,CUSR0000SEFV
2001-11-01,175.8,CUSR0000SEFV
2001-12-01,176,CUSR0000SEFV
2002-01-01,176.4,CUSR0000SEFV
2002-02-01,177,CUSR0000SEFV
2002-03-01,177.1,CUSR0000SEFV
2002-04-01,177.2,CUSR0000SEFV
2002-05-01,177.6,CUSR0000SEFV
2002-06-01,178.2,CUSR0000SEFV
2002-07-01,178.5,CUSR0000SEFV
2002-08-01,178.8,CUSR0000SEFV
2002-09-01,179.2,CUSR0000SEFV
2002-10-01,179.6,CUSR0000SEFV
2002-11-01,179.8,CUSR0000SEFV
2002-12-01,180.1,CUSR0000SEFV
2003-01-01,179.9,CUSR0000SEFV
2003-02-01,180.7,CUSR0000SEFV
2003-03-01,181,CUSR0000SEFV
2003-04-01,181.1,CUSR0000SEFV
2003-05-01,181.5,CUSR0000SEFV
2003-06-01,181.9,CUSR0000SEFV
2003-07-01,182.3,CUSR0000SEFV
2003-08-01,182.6,CUSR0000SEFV
2003-09-01,182.8,CUSR0000SEFV
2003-10-01,183.3,CUSR0000SEFV
2003-11-01,183.8,CUSR0000SEFV
2003-12-01,184.3,CUSR0000SEFV
2004-01-01,184.9,CUSR0000SEFV
2004-02-01,185.5,CUSR0000SEFV
2004-03-01,185.8,CUSR0000SEFV
2004-04-01,186.2,CUSR0000SEFV
2004-05-01,186.7,CUSR0000SEFV
2004-06-01,187,CUSR0000SEFV
2004-07-01,187.8,CUSR0000SEFV
2004-08-01,188.4,CUSR0000SEFV
2004-09-01,188.9,CUSR0000SEFV
2004-10-01,189.4,CUSR0000SEFV
2004-11-01,189.6,CUSR0000SEFV
2004-12-01,189.9,CUSR0000SEFV
2005-01-01,190.8,CUSR0000SEFV
2005-02-01,191.4,CUSR0000SEFV
2005-03-01,191.7,CUSR0000SEFV
2005-04-01,192.1,CUSR0000SEFV
2005-05-01,192.6,CUSR0000SEFV
2005-06-01,193.2,CUSR0000SEFV
2005-07-01,193.6,CUSR0000SEFV
2005-08-01,194.2,CUSR0000SEFV
2005-09-01,194.6,CUSR0000SEFV
